,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
AU05_end_minus_mid,0.0028587148544019936,0.004000440786752418,0.0022855844611248313,0.0008413163342363782,-0.006454683940494661,0.0019777993146670764,0.001987899531338507,-0.01745648199504481,-0.00398867057522948,0.017028132484589648
AU05_end_minus_start,7.381822312188812e-05,-0.0003283047872048436,0.002568292118918998,-0.0007892925924775769,0.000514553021454039,0.00059775657789777,-0.0024079016594319943,-0.015746964752150868,0.007965380625911234,-0.010626049597329117
AU06_start,-0.015287893951704015,-0.005503551017386608,0.0012178474360808357,-0.010971793447755977,0.010579749854735383,0.0066177123592522594,0.005083396627300494,-0.01810206972004597,-0.016950929355285804,0.004315107953095434
AU06_mid,-0.015783428851510493,-0.013165192204086356,0.009814298248090145,-0.006528676314884512,0.005628923895305299,0.023273158616199042,0.008224824432608926,-0.009825111445735937,-0.011975998411181682,-0.00500991634750327
AU06_end,-0.014026616201276064,-0.005730281891435949,0.0025652638409045868,-0.00892169806025236,0.01200457416642078,0.0026156784458082533,0.0125289154737555,-0.008573061237345766,-0.004194459974116915,-0.0063900149970019995
AU06_mid_minus_start,-0.0006230704581416807,-0.00773715242773828,0.00864045660915167,0.004370568546805956,-0.004883505826702107,0.01677568330445539,0.00319560865886304,0.008161005590100315,0.004855372969924191,-0.009326463920417824
AU06_end_minus_mid,0.0014312496897841691,0.007183775720906714,-0.007067658415494248,-0.002538360819431593,0.0065157125779554065,-0.020239236319230417,0.004491600192587436,0.001049930817907212,0.007556571891650117,-0.0014900668005690529
AU06_end_minus_start,0.0007265331526271598,-0.00034256009901366386,0.0012269407653241998,0.0015373718363691162,0.0015361025146618868,-0.0033813063517206835,0.0067375141527474865,0.007990795612675208,0.010884320704385433,-0.009388581368917726
AU07_start,-0.004241111865551346,-0.002884179946312219,0.0008836460027909161,-0.0017426739214565954,-0.007898606667379444,-0.0034305817445361973,-0.013042509359783261,-0.009050494467529436,-0.0012845670466864125,-0.017162074481404863
AU07_mid,-0.006168529210148664,-0.006816847932381985,-0.0008287972891765195,0.0003882509877463201,0.0014798537561916231,0.0035147303268511943,0.005216483399928116,-0.0083499443384083,0.0029685850451736497,0.0031566275948232687
AU07_end,-0.0022253446101401643,0.0026526442581643393,0.005862675537965347,0.0019417348807367586,0.005010797081703062,0.0029557079790068063,0.00014658658156064557,-0.002263198387199662,-0.0038929673976332404,0.0015520431704869133
AU07_mid_minus_start,-0.002000812874635447,-0.003473511330136287,-0.0012866943792274638,0.0015332594882676391,0.006723904620786206,0.00523474343163016,0.0133372986961817,-0.00039068641998763815,0.0032917875314341636,0.014562304926777257
AU07_end_minus_mid,0.002940210830648176,0.007060867375907947,0.004989454685765439,0.0011583455076889222,0.0026328257135238486,-0.00041683150256340516,-0.003780336719615067,0.004538543888893506,-0.005116273482950232,-0.001196448297934865
AU07_end_minus_start,0.0011767674728288724,0.00415739498986761,0.004105569668230961,0.0027851207093877823,0.009569283992355892,0.004784260229220658,0.00925176729760563,0.00451426383634245,-0.002237533666288057,0.013269264795557564
AU09_start,-0.019153862663158584,-0.00971200381665336,0.0014922378927338525,-0.0034113138415362023,0.017292643181936015,0.010222323183980758,0.001484136930417519,-0.02756364973594055,-0.011306900045722825,-0.0020202811853875075
AU09_mid,-0.01867900749810267,-0.010595308464507857,0.004087162224892573,0.004678443945940775,0.00799892599816906,0.024755083134166928,0.00842887364428585,-0.016149706954707892,-0.014747076205043008,0.0017305278416878717
AU09_end,-0.01813063946638483,-0.00953839745231891,-0.0007848299769813387,0.0031082911488908363,0.019234203611305706,0.012188091930566027,0.01073074330237671,-0.009910042206603173,-0.006678754289581015,-0.0034812557313668654
AU09_mid_minus_start,0.00034527880846923955,-0.0009202407853656672,0.0025376671866454772,0.00786182333354764,-0.008949871984801268,0.014223528052319198,0.006776115963753971,0.010952872538463044,-0.0034214582992619833,0.003642438365735418
AU09_end_minus_mid,6.12866683371267e-05,0.0008205796137647736,-0.0050199813858334205,-0.001524912054648547,0.012058321290891953,-0.012555756665594726,0.00265823297701269,0.006127402451570069,0.008092803360188349,-0.005443134407126051
AU09_end_minus_start,0.00039005493904461006,-0.00013617313340684458,-0.0021560066743649235,0.006199954402201461,0.002419663131077625,0.002221688127052046,0.008991224335922388,0.01621420570428404,0.0041230071104428525,-0.0014765422276258812
AU10_start,-0.01149907791316492,-0.015737383704402193,0.000776220838391813,-0.011854014553414503,0.02745816020062175,0.019404542589615673,0.004992408622148766,-0.003196523111351132,-0.014333554238752426,-0.002889932974795672
AU10_mid,-0.013482386766756333,-0.012975903959799128,0.005852907026702903,-0.00428445222528731,0.019015119166175383,0.01891742410284363,0.017688530109536405,0.012820243952333683,-0.016043244741983417,-0.023134176862446364
AU10_end,-0.011570967748787436,-0.004563055750454109,0.0024660847494503923,-0.013911411458529893,0.015789617001764525,0.0272885690970805,0.009806424511514826,-0.02111735214125269,-0.008054642826130746,-0.0025462246922375786
AU10_mid_minus_start,-0.002893933061472828,0.001626673827643498,0.005238761798142163,0.0068265154004746266,-0.0065368433547289,0.000971512175422353,0.013332366217061308,0.01610085774574752,-0.0028292600684313596,-0.02087500663291884
AU10_end_minus_mid,0.0019968718776045614,0.008189247437589886,-0.0033049428129007146,-0.009123612696091757,-0.0033213759309252367,0.007736958918772251,-0.00774415522219264,-0.03252435072079373,0.00782441539555641,0.019929253294514195
AU10_end_minus_start,-0.0007639240134842407,0.009989761793563751,0.0017010828881245674,-0.0027290131533567793,-0.009766646271829351,0.008888300930275426,0.0050137162127187156,-0.01773611399752002,0.005282138568933591,0.00016216625072077798
AU11_start,0.01588090594353764,3.9081721401224646e-05,-0.004031450265172984,0.011840920053924031,-0.0036667330483653115,-0.00022995028501073624,0.0040918625634516394,0.017153764026641212,0.0017038443028022363,-0.0038059114759569123
AU11_mid,0.011957159037343783,0.01258473510060652,-0.003916607461192313,0.010694034666434203,0.00039363874128908597,-0.0062204362755290095,0.006612447189219984,0.011391331236665386,0.009904974846715549,-0.0040562336325030614
AU11_end,0.006158918234628297,0.004868518395701187,-0.005071385497651444,0.004259769370808816,-0.002278103394753627,-0.0046423974335783715,-0.010722256193530278,0.014311702279772702,0.009703850686381221,0.011755559551381923
AU11_mid_minus_start,-0.0032375391301039144,0.010337251433029172,9.576524410460978e-05,-0.0009483435768037754,0.0033466662385331332,-0.00493592559430781,0.0020757351374647488,-0.0047529234480687705,0.006757017927301386,-0.00020518399065785604
AU11_end_minus_mid,-0.004594208292179819,-0.006113907299836599,-0.0009149828389747213,-0.005098159248819579,-0.002116942068053649,0.0012503515082844092,-0.013735069089612742,0.002313941990163953,-0.00015935976386710344,0.012528398497284866
AU11_end_minus_start,-0.007543212767126833,0.0037450152075303,-0.0008053551300370426,-0.0058820101474915945,0.001077798189411894,-0.0034216066115621137,-0.01148881485606052,-0.002208456890991738,0.006203216766713373,0.012068279229110879
AU12_start,-0.01055855211474535,-0.008099418766383787,0.0015989705316249202,-0.010109915918040778,0.010412439866709363,0.010526883025658263,0.00605804810500367,-0.017375572283609895,-0.01143178043485787,0.009065633621102222
AU12_mid,-0.01304690450459096,-0.011653812224256684,0.007693956273336268,-0.007673559681525922,0.009098690656528232,0.021821981035596447,0.009121913329884707,-0.012244146716703116,-0.008748830104074502,-0.00295488803790529
AU12_end,-0.010141912039266319,-0.005494292575423985,0.0022805132819052835,-0.007087906465419099,0.012710643073812653,0.009742875242798594,0.015943145515664323,-0.009206385958502759,-0.0020777354955400784,-0.009415673923692757
AU12_mid_minus_start,-0.003045461139562822,-0.004072318291525336,0.006494066454034978,0.00216814383727995,-0.0009717129731540784,0.012335648064868775,0.003473560427036203,0.0047224211887980354,0.0023757089663574045,-0.012321353114018692
AU12_end_minus_mid,0.0033070459178739064,0.006448205930284428,-0.005577422618205049,0.0008443102941934078,0.003220164946942853,-0.01260890146923871,0.006365212473159143,0.00340892110781303,0.006847371473813008,-0.006229064311686815
AU12_end_minus_start,0.00032636561110191095,0.0021957984588352334,0.0005844140061667528,0.0025452659589060103,0.001984126315774776,-0.0006391549982255019,0.008430452195725219,0.006907099201680898,0.007931574334643518,-0.01570706683216422
AU14_start,0.010677709601108849,-0.012778103399458802,-0.005711428332485753,0.0016160344521051753,-0.007566456601372953,0.0010506830483787391,-0.009275911850433624,-0.0008328386245141665,0.004677502041358093,-0.017134378637211716
AU14_mid,0.01369444629018657,0.0024245394388242745,-0.0015475335610527247,0.008200899135686996,-0.0005276763963678801,-0.002029477638272097,0.0010645598798394993,-0.005685818210246028,0.02756334266627605,-0.01893564178147398
AU14_end,0.010311243812956918,0.011916131363567003,0.003623572194328299,0.00913604413542377,0.008689441262314801,-0.005934688578441542,-0.0015444330446229104,-0.0025745974934789527,0.02953054348375453,-0.026630261072239623
AU14_mid_minus_start,0.0022560964171771942,0.013932457375651785,0.0039011261206487145,0.005759460103605234,0.006514206590810169,-0.002763603964965001,0.009499022050187527,-0.0042584505903910845,0.020053274181752612,-0.0009329772929845836
AU14_end_minus_mid,-0.002666790210610038,0.00933661810144493,0.004956405801723431,0.0012814673162260578,0.008935736182842265,-0.0038883130784657734,-0.002487782104823791,0.002766111742037128,0.003164034162271981,-0.008339674065509527
AU14_end_minus_start,-0.00026055557857611767,0.020648508332150713,0.007801767748859706,0.006312072074272839,0.013596344690991193,-0.005852152057451903,0.006441736754876989,-0.0014639859809374885,0.02085800118739919,-0.008036575335618941
AU15_start,-0.01536437149803368,-0.014340695099863547,-0.0035550653105388148,0.0007248343879969715,0.022315222203257254,0.02470383784082632,0.014166912138690714,-0.0222198198265051,-0.009974122399559242,0.004723889382126932
AU15_mid,-0.013977360030829335,-0.010790458151022532,-0.005034496559558476,0.0009296066632231667,0.015329887238943582,0.022240785458747643,0.020108464508737645,-0.018367236200061823,-0.025238435653336326,-0.0029970805525348795
AU15_end,-0.01763080176820732,-0.005950593056888272,-0.00182742299169532,0.00028528673835346376,0.022549522687002176,0.021671872620001385,0.007734750846547933,-0.009633211024832075,-0.019241535275895075,0.010291844656112083
AU15_mid_minus_start,0.0006236771676992686,0.0030481727548638316,-0.0018239969151249136,0.0002659891230103004,-0.006340360509641225,-0.0012574415899554749,0.0073189379629619074,0.0029209211767703613,-0.01726773589502473,-0.00816672920677347
AU15_end_minus_mid,-0.0032791846205484604,0.004787510479302675,0.003140369601894214,-0.0006296801914991471,0.006666033477158658,-0.0008800901592769616,-0.012126703433002529,0.008622822776831681,0.006111608965080207,0.012742229954766007
AU15_end_minus_start,-0.0028701515064698297,0.007891269383068191,0.00160181314393138,-0.0004144299908903296,0.0010923259572841997,-0.0021023561342038786,-0.005927947686020332,0.011811161932235496,-0.009707319284061381,0.005783557049298187
AU17_start,-0.014769634895595221,-0.0025520464817380415,0.003168009132803171,-0.017752951899628746,-0.002465832149445667,-0.00857161496597523,-0.00011709967235907175,0.00043894117280169893,-0.012451726102197188,-0.027966571961397603
AU17_mid,-0.012866762734412444,-0.004454684986379763,0.011659440131770596,-0.01665427844603858,-0.008262258243124779,-0.010778466158247737,-0.0008060400643823527,0.012530142862685605,-0.011758785627364935,-0.022368386494789706
AU17_end,-0.01575188864082265,-0.00252835706542727,0.0017504764305202158,-0.015247960856738423,-0.0026365154945030425,-0.010769104181899303,0.004070136885070928,-0.0059483827028421355,-0.003128240259748637,-0.013520876706795684
AU17_mid_minus_start,0.0030857899544702726,-0.001479113039576347,0.007363753963706329,0.002637246304936371,-0.004998523001992064,-0.001195178406411574,-0.0006104256466920395,0.01086312615334063,0.0017797046205890008,0.0076421448843445455
AU17_end_minus_mid,-0.004241806791445221,0.00148565507054537,-0.008803877080960167,-0.00029870054342916446,0.004828786576416194,-0.0011030473092272443,0.004841376915150131,-0.017368621237884282,0.0075025165932399015,0.006626561638084498
AU17_end_minus_start,-0.0010345978985102915,-1.3732714052343784e-06,-0.001271458741177928,0.002136834798728777,-0.00017886802020668192,-0.002093086072719285,0.0038393969744378877,-0.005854363641680839,0.008438619739265324,0.012996178482684662
AU20_start,-0.007932923081765764,-0.004953326431156882,-0.0062008331585126555,0.009526959367946106,0.024849917585192283,0.02140030352460282,0.004848876737878906,0.002084648668148081,-0.0012139875164273743,0.0168063805949281
AU20_mid,-0.010032828195675612,-0.009392678364862987,-0.004359149112525376,0.01523219662829188,0.022954976264238473,0.03340606553054319,0.017156515895104103,-0.003638395352774586,-0.0073808835287447585,-0.006984241663806934
AU20_end,-0.006425553734916062,-0.004400105058091941,-0.005660291076276866,0.006790663256096756,0.021653863555017246,0.02503024398497158,0.008222018862598244,0.00397239119814936,-0.008508078109824081,-0.0035602995174842484
AU20_mid_minus_start,-0.00339096465565648,-0.005652109474491356,0.0012852704856033805,0.007669516420578337,0.0010479488518627055,0.01631283140735665,0.014529759736562247,-0.006199419090902901,-0.007124308363479115,-0.0247261633864811
AU20_end_minus_mid,0.004748466646447984,0.005962029410035205,-0.0006296588119377017,-0.009992582010838918,-0.004337863211282318,-0.012398222491438071,-0.010716609639559822,0.007638702819387773,-5.6124985428720896e-05,0.004162477059496118
AU20_end_minus_start,0.0014247838514074589,0.0005491078668694494,0.0005539844229341209,-0.002523854940542057,-0.003123969382748769,0.0029114140944496514,0.0028983731064743394,0.0016301126831630762,-0.0063863956611763875,-0.018091308251794967
AU23_start,0.008054035451376883,-0.013763805395502567,0.0019526304423961454,-0.00976064492080773,0.0055407329867602955,0.014340017641424703,0.003132503974102297,0.00279096272452567,-0.01635650857148746,-0.0052335122235084835
AU23_mid,0.016156627418279994,-0.005620030164814992,-0.0006887058742775628,-0.012019883944297004,0.01101309274436775,0.006271777824741989,0.018089927061771385,-0.009390852217193994,-0.011343780560033831,-0.019893723598172142
AU23_end,0.009624625070238433,0.006345704083587277,0.007511001183053235,-0.01162153752818322,0.016679784171663287,0.010433971187939208,-0.004067037969448114,-0.006681629866659155,-0.007233835577029067,-0.007461943874806193
AU23_mid_minus_start,0.0074609480739467205,0.007896009778625774,-0.0025153466082093266,-0.001943795210923001,0.0050371657795744715,-0.007835560748535376,0.013986157145719772,-0.011487843145875825,0.005003470082592539,-0.013668942074889856
AU23_end_minus_mid,-0.005840235894284309,0.010135169723336732,0.00687097949776148,0.0006154224126977463,0.004478488061436686,0.0033321557662541286,-0.0189478291556818,0.002485500181825884,0.0037023623814919178,0.010860141493776702
AU23_end_minus_start,0.0010023705085338403,0.017584086004791246,0.004626380978728962,-0.001178789671496088,0.00920518816283402,-0.003889609047374078,-0.006222447029006401,-0.00813293811432457,0.008387963083390484,-0.0016739198123890825
AU24_start,0.010964708522452965,-0.0012885141610034891,-0.0012630661305800274,0.008885635572640677,-0.029757103578863082,-0.035835767211396904,-0.017162599851466138,0.01450015541075166,0.010818973433639103,-0.002840962403937289
AU24_mid,0.015772460776931677,0.01168823042455554,0.0012484533116680651,0.010327424388560894,-0.02437472388497628,-0.036668139400439635,-0.008846385364429216,0.0070536132530158975,0.02014611699533201,-0.02917437614643395
AU24_end,0.012523066612665239,0.015056881764043174,0.006092226982173307,0.01189319350237842,-0.022553117760527392,-0.03200548813198168,-0.021400428884526704,0.006208926045036789,0.016538075897246145,-0.0033907891364968923
AU24_mid_minus_start,0.00655597371119865,0.01530422884906023,0.0028834953402366026,0.002399446475874832,0.0040851669816922885,-0.003762674454568281,0.008542902511143941,-0.007716703133916293,0.01190941552401385,-0.031478937523735595
AU24_end_minus_mid,-0.003146153815862057,0.0036167859974704604,0.005003499583764641,0.0017431020225898428,0.001566984208023722,0.004336724077561556,-0.013039087098380045,-0.0007804386984394254,-0.003460057367356082,0.026180099489205983
AU24_end_minus_start,0.0023868138880205254,0.016159850546107985,0.007219657424026585,0.003669617137651696,0.004894637970660052,0.0010750394175435443,-0.005524979661327193,-0.007140412814059054,0.006514236420063094,-0.0007637008224016649
AU25_start,-0.023747244544756036,-0.010289782640336292,6.670159893925485e-05,-0.012358945908365606,0.027806143133005272,0.025034292008164743,0.008497091132267019,-0.020543717192164423,-0.010230139239975341,-0.0012006511383069183
AU25_mid,-0.024118592093812247,-0.014963432398455934,0.001099736528697858,-0.011474512732901404,0.025660876717848558,0.02942409691055818,0.01330323902751605,-0.01686128911314507,-0.015560910268154645,-0.0025937319959586213
AU25_end,-0.0246449341468402,-0.010458604401408509,0.001733937220908706,-0.01297742260167434,0.028793926166137934,0.0219033631800568,0.014287898690260663,-0.014031419661370692,-0.01309264700956939,-0.003748662598873153
AU25_mid_minus_start,-0.0012252031531595352,-0.009924170704106667,0.0021515347161415017,0.0016055858640430575,-0.0039358366349663354,0.009614141392981982,0.010165825855114757,0.007273747587035293,-0.011290834207065122,-0.0029225660276100737
AU25_end_minus_mid,-0.00035942750977310367,0.008157213508213362,0.001074805805218135,-0.002343509064515179,0.004845464670610419,-0.013720295859314204,0.0014026142203898376,0.005295490775896241,0.004638426759174419,-0.0019437437912094347
AU25_end_minus_start,-0.001287631581175207,-0.00020519123307928547,0.0026709664552025596,-0.0009125343824194544,0.0014062251136206423,-0.0051755399369155415,0.00922460376878745,0.010564960887850531,-0.004521627623199257,-0.004075024828622075
AU26_start,-0.020708483425857148,-0.012629726295781952,-0.0023693301784917294,-0.0047431343378500045,0.03198883262736573,0.03260693837611532,0.013777644093100979,-0.018095930360151936,-0.011631112693466988,0.0004179011029973171
AU26_mid,-0.02056026989186464,-0.012386718530537485,-0.003503604056715393,-0.004574174147310438,0.028047776875536407,0.03352527753779231,0.01564676903836296,-0.01282872564556331,-0.011366023491675748,0.0083700534821043
AU26_end,-0.021473790474198284,-0.011102512418541826,-0.003770103890820165,-0.002564284465701967,0.030667781075791403,0.033482523080835894,0.01158406321279293,-0.012537416359356257,-0.012747528226325999,-0.001591508388154703
AU26_mid_minus_start,-0.0013257808067111312,-0.0004941394387780391,-0.002523549410655058,-2.5496146931030827e-05,-0.00560002793336187,0.004460384844397013,0.004936147494212227,0.009426570015008417,-0.0003699877658663313,0.016416597504620326
AU26_end_minus_mid,0.0005580862574523746,0.0033317914450339465,-8.586707775495185e-05,0.003737862453399422,0.0014818873626467322,-0.0034120674796779063,-0.00819366835697949,0.0017546060570436705,-0.0011226688407829405,-0.017100168011627264
AU26_end_minus_start,-0.0005915135266699484,0.0030980944037581806,-0.0023456564470533954,0.003948151765094909,-0.003428547437253053,0.00035990472549489905,-0.0042948159844608085,0.0102853209703578,-0.001523202347079072,-0.0035004995031203256
AU28_start,0.007688909075413966,0.003970542339788441,0.0036276679567764482,0.002334045061519588,-0.0025603658500498202,-0.012047497495697302,-0.006826943557407171,0.003888085375558789,-0.011769232077206416,0.012102664547880674
AU28_mid,0.01056990013092524,0.0025097776118893564,0.004347951992377891,0.005337004248372514,-0.01371275569221135,-0.015305995155664711,-0.003356835774462193,0.012832415605931936,0.004531834012754475,-0.018702359026153408
AU28_end,0.009950172119004232,0.0032059762765994544,0.0013638369544589294,-0.0026787446883440435,-0.006525261822718372,-0.009801948007051253,-0.009026598659843323,-0.00493306136893623,0.002298553505501938,0.002951932171437582
AU28_mid_minus_start,0.0020046652936753667,-0.0012995460341854676,0.0004398377021205038,0.002293899044431208,-0.008738825506181604,-0.0021467804897991665,0.0029933960136580688,0.006942621241365752,0.013331310150098438,-0.024828162111650648
AU28_end_minus_mid,-0.00015969864176620726,0.0006393635226076468,-0.0022574666544267277,-0.006266676339006834,0.005333682305304372,0.003930781656616689,-0.004660652028809582,-0.013856867794098771,-0.0016486015922615167,0.01679221695601609
AU28_end_minus_start,0.0017476342374959687,-0.0006104906146644022,-0.001783386481660021,-0.003931952623685519,-0.0030968629833267366,0.0017941767242284612,-0.0017019655162292693,-0.0069185137682554005,0.011050108507388424,-0.007201070557050038
AU43_start,-0.012216366047659083,-0.004892088637105464,0.001373641969180906,-0.009134666117712594,0.021648939437762242,0.017414927284027222,0.00773464031890746,-0.019274669857732647,-0.007639282629879478,0.008100022248041525
AU43_mid,-0.009064949406082512,-0.010025445300567513,0.0037989515981245187,-0.00033037593057462934,0.00943365808683492,0.031127899094159382,0.016507025760673602,-0.006727285563591388,-0.014224706687248638,-0.0021488913995690137
AU43_end,-0.009639690921389608,-0.010105337145564443,-0.0032278357373041727,-0.005652860374721602,0.019379401687378877,0.019907789379149804,0.013422133520300786,-0.0014043837443916967,-0.00959794430066003,0.009577133920846042
AU43_mid_minus_start,0.0010561649026912105,-0.005268342351496108,0.002354891858450458,0.0065277416158858554,-0.0077722702529491785,0.014695597825555823,0.008913553784111588,0.00840759900128974,-0.00695370851728963,-0.00796139643924835
AU43_end_minus_mid,0.00029484825199051803,0.0007513351963309267,-0.00568460955592112,-0.004045872450608967,0.0068457530065356926,-0.011107996570218175,-0.003698227553252371,0.004618147918019818,0.004693071988214413,0.009146639916606017
AU43_end_minus_start,0.0015305021965948092,-0.005016639614408495,-0.004058851677927235,0.002546258289554653,-0.000641959425875006,0.0033764651408605194,0.005628472280737608,0.014858971366910233,-0.002260992687004702,0.0018567849047069125
F1_x_start,-0.0351208736984062,-0.0021772808528300477,-0.015446910841826233,0.014926618607424655,0.01874237235162611,0.03982404515371747,0.013955424572072868,0.0039833586324971425,0.03230227485832516,-0.010338939305400347
F1_x_mid,-0.031001204512957514,-0.013037968039523846,-0.015187750119548225,0.010701466166269677,0.03446861336277435,0.037814009746207584,-0.007976203313351608,0.02017598619328555,0.02704495218080892,-0.018473076765966972
F1_x_end,-0.03246095684987715,-0.017007723483449158,-0.0008557770672281281,0.017819492142273297,0.03308720439678892,0.02981729194237912,0.015091651901601508,0.001955117269755941,0.03787770253283445,-0.012472598886529053
F1_x_mid_minus_start,0.0069934749838459894,-0.02700653202021685,-0.0007571081705258617,-0.009080005200224672,0.040515131161004816,-0.0013605342387847839,-0.05287632347032209,0.04033176642899213,-0.010056659276024048,-0.021014084705582834
F1_x_end_minus_mid,0.0008870042860460781,-0.007764704796699969,0.03692309877664064,0.015732753736028584,-0.00827181640043835,-0.02479133457907126,0.05707742209745769,-0.04706578494672388,0.022407006972229124,0.017188747913907936
F1_x_end_minus_start,0.008150534534500806,-0.03580819382966291,0.03608634663670846,0.0062791301875005714,0.033826080162147026,-0.02617088352619574,0.0020724096559851905,-0.005105540716751443,0.011929758706174378,-0.004663837092545752
F1_y_start,0.03520817193510671,-0.012949120397648693,-0.006443875046834004,0.015138696259629795,0.0196441258000113,0.03826264076947932,0.01972301028370169,0.0011206409259462776,-0.010301329094855104,0.012730113354234936
F1_y_mid,0.03484071756770678,-0.0015638422254761748,-0.014383461326940721,0.016628211216791252,0.028019165855742146,0.02992472611913703,0.021393434923136556,0.010950253908501609,-0.016038019935040372,0.011221716796336802
F1_y_end,0.035115577433768676,0.004641818982138819,-0.0031300252048967895,0.017218609252121646,0.02221826257024959,0.040343344713731626,0.017809791042933,-0.0011288429832717304,-0.009731916204368982,0.015831806945737017
F1_y_mid_minus_start,-0.0037089649191728224,0.03717949017457299,-0.024811361407208514,0.0036501701322119453,0.025245670802446253,-0.029303620115358465,0.0038954923256940186,0.03121226184626032,-0.01752013681097748,-0.0057201330083438175
